都道府県コード又は市区町村コード,NO,地方公共団体名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,所管課
032018,0000000106,岩手県盛岡市,仁王老人福祉センター,ニオウロウジンフクシセンター,,,岩手県盛岡市名須川町21-1,,39.710296000000064,141.14962100000002,019-654-6187,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006931.html,,長寿社会課
032018,0000000107,岩手県盛岡市,西青山老人憩いの家,ニシアオヤマロウジンイコイノイエ,,,岩手県盛岡市西青山3-6-30,,39.722309999999979,141.10227300000003,019-646-5403,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006951.html,,長寿社会課
032018,0000000108,岩手県盛岡市,松園老人福祉センター,マツゾノロウジンフクシセンター,,,岩手県盛岡市西松園2-18-1,,39.754296000000025,141.162047,019-661-9876,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006934.html,,長寿社会課
032018,0000000109,岩手県盛岡市,仙北老人福祉センター,センボクロウジンフクシセンター,,,岩手県盛岡市東仙北1-6-27,,39.686083000000082,141.15598199999994,019-635-1190,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006944.html,,長寿社会課
032018,0000000110,岩手県盛岡市,川目老人福祉センター,カワメロウジンフクシセンター,,,岩手県盛岡市東山1-15-1,,39.692126000000087,141.17634299999997,019-654-2193,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006928.html,,長寿社会課
032018,0000000111,岩手県盛岡市,緑が丘老人福祉センター,ミドリガオカロウジンフクシセンター,,,岩手県盛岡市緑が丘3-19-18,,39.737477000000091,141.14475900000002,019-661-8236,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006940.html,,長寿社会課
032018,0000000112,岩手県盛岡市,杜陵老人福祉センター,トリョウロウジンフクシセンター,,,岩手県盛岡市南大通1-7-5,,39.698307000000028,141.15558099999996,019-654-9155,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006942.html,,長寿社会課
032018,0000000113,岩手県盛岡市,山岸老人憩いの家,ヤマギシロウジンイコイノイエ,,,岩手県盛岡市山岸6-13-13,,39.728111000000077,141.17172699999992,019-663-6221,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006953.html,,長寿社会課
032018,0000000115,岩手県盛岡市,簗川老人福祉センター,ヤナガワロウジンフクシセンター,,,岩手県盛岡市川目10-78-1,,39.671978000000109,141.1977399999999,019-622-0742,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006923.html,,長寿社会課
032018,0000000116,岩手県盛岡市,本宮老人福祉センター,モトミヤロウジンフクシセンター,,,岩手県盛岡市本宮4-38-26,,39.687705000000058,141.12983599999998,019-635-4595,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006930.html,,長寿社会課
032018,0000000117,岩手県盛岡市,太田老人福祉センター,オオタロウジンフクシセンター,,,岩手県盛岡市中太田深持9番地,,39.693467986036396,141.10061003032482,019-658-1330,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006925.html,,長寿社会課
032018,0000000119,岩手県盛岡市,下太田老人福祉センター,シモオオタロウジンフクシセンター,,,岩手県盛岡市下太田榊14-22,,39.696148000000008,141.117152,019-658-0681,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006939.html,,長寿社会課
032018,0000000121,岩手県盛岡市,世代交流センター,セダイコウリュウセンター,,,岩手県盛岡市西見前13-25-3,,39.641919000000037,141.16310699999994,019-639-0350,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006954.html,,長寿社会課
032018,0000000122,岩手県盛岡市,都南老人福祉センター,トナンロウジンフクシセンター,,,岩手県盛岡市下飯岡8地割100番,,39.6668801228406,141.12391365979673,019-638-1122,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006927.html,,長寿社会課
032018,0000000123,岩手県盛岡市,乙部老人福祉センター,オトベロウジンフクシセンター,,,岩手県盛岡市乙部28-34-5,,39.607003000000041,141.20013399999991,019-696-1125,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006948.html,,長寿社会課
032018,0000000125,岩手県盛岡市,津志田老人福祉センター,ツシダロウジンフクシセンター,,,岩手県盛岡市津志田西2-16-90,,39.663319000000016,141.14858599999991,019-637-8221,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/roujin/1006949.html,,長寿社会課
032018,0000000128,岩手県盛岡市,しらたき工房,シラタキコウボウ,,,岩手県盛岡市川目15-1-6,,39.689858000000029,141.19536299999996,019-652-1120,,,,月火水木金土,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/shogai/1006957.html,,障がい福祉課
032018,0000000140,岩手県盛岡市,高松地区保健センター,タカマツチクホケンセンター,,,岩手県盛岡市上田字毛無森2-11,,39.730527000000023,141.14521099999996,019-603-8301,,,,月火水木金,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/hoken/1006967.html,,企画総務課
032018,0000000141,岩手県盛岡市,都南地区保健センター,トナンチクホケンセンター,,,岩手県盛岡市津志田14-37-2,,39.654731000000034,141.15767799999998,019-603-8301,,,,月火水木金,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/hoken/1006966.html,,企画総務課
032018,0000000142,岩手県盛岡市,飯岡地区保健センター,イイオカチクホケンセンター,,,岩手県盛岡市下飯岡8-100,,39.666991000000046,141.12361699999997,019-603-8301,,,,月火水木金,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/hoken/1006968.html,,企画総務課
032018,0000000143,岩手県盛岡市,夜間急患診療所,ヤカンキュウカンシンリョウジョ,,,岩手県盛岡市神明町3-29,,39.701687000000014,141.15831799999992,019-654-1080,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/fukushi/iryo/1006970.html,,企画総務課
032018,0000000144,岩手県盛岡市,コミュニティ防災センター,モリオカシコミュニティボウサイセンター,,,岩手県盛岡市大沢川原三丁目3-5,,39.698904000000063,141.14280599999998,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017161.html,,消防対策室
032018,0000000145,岩手県盛岡市,簗川地区コミュニティ消防センター,ヤナガワチクコミュニティショウボウセンター,,,岩手県盛岡市川目町21-21,,39.681896000000108,141.18275399999987,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017162.html,,消防対策室
032018,0000000146,岩手県盛岡市,紺屋町地区コミュニティ消防センター,コンヤチョウチクコミュニティショウボウセンター,,,岩手県盛岡市紺屋町3-37,,39.702576000000029,141.156567,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017187.html,,消防対策室
032018,0000000147,岩手県盛岡市,杜陵地区コミュニティ消防センター,トリョウチクコミュニティショウボウセンター,,,岩手県盛岡市肴町9-31,,39.697451000000079,141.152931,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017185.html,,消防対策室
032018,0000000148,岩手県盛岡市,長田町地区コミュニティ消防センター,ナガタチョウチクコミュニティショウボウセンター,,,岩手県盛岡市長田町10-1,,39.707969000000062,141.14107800000002,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017174.html,,消防対策室
032018,0000000149,岩手県盛岡市,大慈寺地区コミュニティ消防センター,ダイジジチクコミュニティショウボウセンター,,,岩手県盛岡市鉈屋町10-7,,39.691883000000068,141.15798399999991,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017194.html,,消防対策室
032018,0000000150,岩手県盛岡市,八幡地区コミュニティ消防センター,ハチマンチクコミュニティショウボウセンター,,,岩手県盛岡市八幡町1-17,,39.697831000000065,141.15836699999997,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017186.html,,消防対策室
032018,0000000151,岩手県盛岡市,本町地区コミュニティ消防センター,ホンチョウチクコミュニティショウボウセンター,,,岩手県盛岡市本町通一丁目11-24,,39.707179000000082,141.15398699999997,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017177.html,,消防対策室
032018,0000000152,岩手県盛岡市,三ツ割地区コミュニティ消防センター,ミツワリチクコミュニティショウボウセンター,,,岩手県盛岡市三ツ割一丁目12-3,,39.717617000000011,141.15515800000003,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017181.html,,消防対策室
032018,0000000153,岩手県盛岡市,夕顔瀬地区コミュニティ消防センター,ユウガオセチクコミュニティショウボウセンター,,,岩手県盛岡市夕顔瀬町1-41,,39.707765999999985,141.13361499999993,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017176.html,,消防対策室
032018,0000000154,岩手県盛岡市,上米内地区コミュニティ消防センター,カミヨナイチクコミュニティショウボウセンター,,,岩手県盛岡市上米内字中居74-1,,39.7427610000001,141.20178099999993,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017173.html,,消防対策室
032018,0000000155,岩手県盛岡市,小貝沢地区コミュニティ消防センター,コガイザワチクコミュニティショウボウセンター,,,岩手県盛岡市新庄字小貝沢72-5,,39.70731400000016,141.27496499999987,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017192.html,,消防対策室
032018,0000000156,岩手県盛岡市,根田茂地区コミュニティ消防センター,ネダモチクコミュニティショウボウセンター,,,岩手県盛岡市根田茂5-19-4,,39.629231000000139,141.2959309999998,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017184.html,,消防対策室
032018,0000000157,岩手県盛岡市,小屋野地区コミュニティ消防センタ－,コヤノチクコミュニティショウボウセンター,,,岩手県盛岡市川目4-101-3,,39.67080100000009,141.23578199999992,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017180.html,,消防対策室
032018,0000000158,岩手県盛岡市,谷地上地区コミュニティ消防センター,ヤチカミチクコミュニティショウボウセンター,,,岩手県盛岡市土淵字北野94-1,,39.728345000000019,141.07309,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017178.html,,消防対策室
032018,0000000159,岩手県盛岡市,本宮地区コミュニティ消防センター,モトミヤチクコミュニティショウボウセンター,,,岩手県盛岡市本宮三丁目47-16,,39.688733000000042,141.12835699999997,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017165.html,,消防対策室
032018,0000000160,岩手県盛岡市,太田地区コミュニティ消防センター,オオタチクコミュニティショウボウセンター,,,岩手県盛岡市上太田八千刈53-6,,39.69466900000004,141.09597400000004,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017175.html,,消防対策室
032018,0000000161,岩手県盛岡市,太田第二地区コミュニティ消防センタ－,オオタチクダイ二コミュニティショウボウセンター,,,岩手県盛岡市下太田田端1-1,,39.692861000000043,141.11177999999998,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017179.html,,消防対策室
032018,0000000162,岩手県盛岡市,乙部地区コミュニティ消防センター,オトベチクコミュニティショウボウセンター,,,岩手県盛岡市乙部28-34-4,,39.6071200000001,141.19974399999992,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017183.html,,消防対策室
032018,0000000163,岩手県盛岡市,野田地区コミュニティ消防センター,ノダチクコミュニティショウボウセンター,,,岩手県盛岡市津志田西二丁目9-1,,39.665398000000032,141.14823199999992,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017182.html,,消防対策室
032018,0000000164,岩手県盛岡市,浅岸地区コミュニティ消防センター,アサギシチクコミュニティショウボウセンター,,,岩手県盛岡市浅岸一丁目11-30,,39.711759000000093,141.17564299999989,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017169.html,,消防対策室
032018,0000000165,岩手県盛岡市,第２７分団好摩地区コミュニティ消防センタ,コウマチクコミュニティショウボウセンター,,,岩手県好摩字野中69-113,,39.877300000000027,141.166631,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017189.html,,消防対策室
032018,0000000166,岩手県盛岡市,第２８分団馬場地区コミュニティ消防センタ,ババチクコミュニティショウボウセンター,,,岩手県盛岡市玉山馬場字川原16-8,,39.883224000000062,141.19064399999991,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017190.html,,消防対策室
032018,0000000167,岩手県盛岡市,釘の平コミュニティ消防センター,クギノタイラチクコミュニティショウボウセンター,,,岩手県盛岡市川又字道地58-3,,39.788903000000055,141.20346199999994,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017193.html,,消防対策室
032018,0000000168,岩手県盛岡市,山田地区コミュニティ消防センター,ヤマダチクコミュニティショウボウセンター,,,岩手県盛岡市下田字頭無15-36,,39.849473,141.15064500000003,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017188.html,,消防対策室
032018,0000000169,岩手県盛岡市,桑畑地区コミュニティ消防センター,クワハタチクコミュニティショウボウセンター,,,岩手県盛岡市巻堀字上桑畑3-7,,39.90504000000012,141.22547099999994,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017191.html,,消防対策室
032018,0000000170,岩手県盛岡市,飯岡地区コミュニティ消防センター,イイオカチクコミュニティショウボウセンター,,,岩手県盛岡市下飯岡14-256,,39.665341000000019,141.126731,,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/security/1017146/1017195.html,,消防対策室
032018,0000000171,岩手県盛岡市,盛岡市産学官連携研究センター,モリオカシサンガクカンレンケイケンキュウセンター,コラボMIU,,岩手県盛岡市上田4-3-5,,39.719238999999973,141.13250099999991,019-622-8889,,,,月火水木金,,,,,,http://collabo-miu.com/,,ものづくり推進課
032018,0000000172,岩手県盛岡市,盛岡市産業支援センター,モリオカシサンギョウシエンセンター,,,岩手県盛岡市大通3-6-12,,39.702872000000006,141.14087,019-606-6700,,,,月火水木金,,,,,,https://www.moriokaisc.jp/,,ものづくり推進課
032018,0000000173,岩手県盛岡市,盛岡市新事業創出支援センター,モリオカシシンジギョウソウシュツシエンセンター,M-tec,,岩手県盛岡市北飯岡1-8-20,,39.678906000000005,141.12963600000003,019-656-0120,,,,月火水木金,,,,,,http://www.morioka-tec.com/,,ものづくり推進課
032018,0000000174,岩手県盛岡市,盛岡駅前自転車駐車場,モリオカエキマエジテンシャチュウシャジョウ,,,岩手県盛岡市盛岡駅前通11-11,,39.703084000000025,141.13891700000002,019-622-0972,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/kurashi/douro_kotsu/cycle/1001852.html,,交通政策課
032018,0000000175,岩手県盛岡市,岩手公園地下駐車場,イワテコウエンチカチュウシャジョウ,,,岩手県盛岡市内丸1-55,,39.700546000000088,141.15331999999995,019-651-5019,,,,月火水木金土日,,,,,,http://moriokacityparking.com/,年末年始を除く,都市計画課
032018,0000000176,岩手県盛岡市,マリオス立体駐車場,マリオスリッタイチュウシャジョウ,,,岩手県盛岡市盛岡駅西通2-6-1,,39.700956000000019,141.13456399999995,019-621-5107,,,,月火水木金土日,,,,,,http://moriokacityparking.com/,年末年始を除く,都市計画課
032018,0000000177,岩手県盛岡市,盛岡山車資料館,モリオカダシシリョウカン,,,岩手県盛岡市八幡町13-1,,39.695274000000026,141.16194599999994,019-654-4895,,,,土日,,,,,,http://www.moriokadashi-akikaze.com/siryokan.htm,,観光課
032018,0000000178,岩手県盛岡市,盛岡てがみ館,モリオカテガミカン,,,岩手県盛岡市中ノ橋通1-1-10,,39.700079000000066,141.15472199999994,019-604-3302,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006826.html,,歴史文化課
032018,0000000179,岩手県盛岡市,盛岡市子ども科学館,モリオカシコドモカガクカン,,,岩手県盛岡市本宮字蛇屋敷13-1,,39.694109000000019,141.12981999999994,019-634-1171,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/kosodate/kyoiku/kyoikushisetsu/1002763/1002764.html,,生涯学習課
032018,0000000180,岩手県盛岡市,志波城古代公園,シワジョウコダイコウエン,,,岩手県盛岡市上鹿妻五兵エ新田47-11,,39.683094999999987,141.104542,019-658-1710,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006834.html,,歴史文化課
032018,0000000181,岩手県盛岡市,もりおか歴史文化館,モリオカレキシブンカカン,,,岩手県盛岡市内丸1-50,,39.701040000000084,141.15258699999995,019-681-2100,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006829.html,,歴史文化課
032018,0000000182,岩手県盛岡市,原敬記念館,ハラケイキネンカン,,,岩手県盛岡市本宮4-38-25,,39.687491,141.12886499999996,019-636-1192,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006824.html,,歴史文化課
032018,0000000183,岩手県盛岡市,先人記念館,センジンキネンカン,,,岩手県盛岡市本宮字蛇屋敷2-2,,39.694064000000054,141.12658699999997,019-659-3338,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006823.html,,歴史文化課
032018,0000000184,岩手県盛岡市,遺跡の学び館,イセキノマナビカン,,,岩手県盛岡市本宮字荒屋13-1,,39.692084,141.12852599999994,019-635-6600,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006832.html,,歴史文化課
032018,0000000185,岩手県盛岡市,都南歴史民俗資料館,トナンレキシミンゾクシリョウカン,,,岩手県盛岡市湯沢1-1-38,,39.64128300000003,141.082491,019-638-7228,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006827.html,,歴史文化課
032018,0000000186,岩手県盛岡市,玉山歴史民俗資料館,タマヤマレキシミンゾクシリョウカン,,,岩手県盛岡市渋民字渋民9,,39.846069076931556,141.17126032669717,019-683-2315,,,,火水木金土日,,,,,,https://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006825.html,,歴史文化課
032018,0000000187,岩手県盛岡市,石川啄木記念館,イシカワタクボクキネンカン,,,岩手県盛岡市渋民字渋民9,,39.846072000000056,141.17117799999997,019-683-2315,,,,火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/bunka/kinenkan/1006825.html,,歴史文化課
032018,0000000188,岩手県盛岡市,盛岡市立図書館,モリオカシリツトショカン,,,岩手県盛岡市高松1-9-45,,39.720834000000039,141.14170299999995,019-661-4343,,,,火水木金土日,,,,,,https://www.city.morioka.iwate.jp/kosodate/tosho/index.html,,生涯学習課
032018,0000000189,岩手県盛岡市,盛岡市都南図書館,モリオカシトナントショカン,,,岩手県盛岡市永井24-90-2,,39.653305000000067,141.15479799999994,019-637-3636,,,,火水木金土日,,,,,,https://www.city.morioka.iwate.jp/kosodate/tosho/index.html,,生涯学習課
032018,0000000190,岩手県盛岡市,盛岡市渋民図書館,モリオカシシブタミトショカン,,,岩手県盛岡市渋民字鶴塚55,,39.849366000000039,141.16997599999996,019-683-2167,,,,火水木金土日,,,,,,https://www.city.morioka.iwate.jp/kosodate/tosho/index.html,,生涯学習課
032018,0000000191,岩手県盛岡市,盛岡市余熱利用健康増進センター,モリオカシヨネツリヨウケンコウゾウシンセンター,ゆぴあす,,岩手県盛岡市上田字小鳥沢148-103,,39.764524000000094,141.18229499999993,019-662-1414,,6400005002227,特定非営利活動法人盛岡市水泳協会,月火水木金土日,10：00,プール 20:30、浴場 20:00,,,,http://www.yupiasu.com/,,クリーンセンター
032018,0000000192,岩手県盛岡市,外山森林公園,ソトヤマシンリンコウエン,,,岩手県盛岡市薮川字大の平31-1,,39.775280000000137,141.2789869999998,019-681-5132,,,盛岡広域森林組合,月水木金土日,9:00,17:00,開園期間は4/29～11/15。火曜日が祝日の時はその翌々日休園。7/1～8/31は無休。9/1～11/15は16時まで。,,,http://www.f-morioka.jp/park/index.html,,林政課
032018,0000000193,岩手県盛岡市,都南つどいの森,トナンツドイノモリ,,,岩手県盛岡市湯沢1-88,,39.640576000000017,141.082911,019-638-2270,,,公益財団法人　盛岡市都南自治振興公社,月水木金土日,8:30,17:00,通年開園。12/28～1/4は休園。4/1及び4/29～10/31は無休。,,,http://park20.wakwak.com/~tudoi/index.html,,林政課
032018,0000000194,岩手県盛岡市,岩洞湖家族旅行村休憩舎及びテニスコート,ガンドウコカゾクリョコウムラキュウケイシャオヨビテニスコート,,,岩手県盛岡市薮川字亀橋33-4,,39.828981000000311,141.34509499999956,019-681-5235,,,,月火水木金土日,,,,,,,,産業振興課
032018,0000000195,岩手県盛岡市,盛岡市営野球場,シエイヤキュウジョウ,,,岩手県盛岡市東新庄1-8-1,,39.699467000000034,141.17101099999994,019-622-1725,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/yakyujo/,,スポーツ推進課
032018,0000000196,岩手県盛岡市,盛岡市太田橋野球場,オオタバシヤキュウジョウ,,,岩手県盛岡市下厨川字稲荷向9,,39.704162999999987,141.11719399999996,019-652-8855,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/ootabashi/,,スポーツ推進課
032018,0000000197,岩手県盛岡市,盛岡市立玉山運動場,タマヤマウンドウジョウ,,,岩手県盛岡市日戸字鷹高50-3,,39.794482000000087,141.19015299999992,019-683-1636,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/tamayama/,,スポーツ推進課
032018,0000000198,岩手県盛岡市,盛岡市立総合プール,モリオカシリツソウゴウプール,,,岩手県盛岡市本宮5-3-1,,39.690674000000051,141.12272600000003,019-634-0450,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/sougou/,,スポーツ推進課
032018,0000000199,岩手県盛岡市,盛岡市立綱取スポーツセンター,ツナトリスポーツセンター,,,岩手県盛岡市浅岸字綱取34-251,,39.71884500000013,141.20752899999988,019-651-9178,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/tsunatori/,,スポーツ推進課
032018,0000000200,岩手県盛岡市,盛岡市立太田テニスコート,オオタテニスコート,,,岩手県盛岡市上太田穴口4-3,,39.689922000000038,141.053639,019-658-0113,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/oota-tennis/,,スポーツ推進課
032018,0000000201,岩手県盛岡市,盛岡市立松園テニスコート,マツゾノテニスコート,,,岩手県盛岡市西松園3-19-4,,39.757020000000018,141.16131499999992,019-662-8778,,,,月火水木金土日,,,,,,http://matsuspo.net/kanri/,,スポーツ推進課
032018,0000000202,岩手県盛岡市,盛岡市立東中野運動広場,ヒガシナカノウンドウヒロバ,,,岩手県盛岡市東中野字立石8-11,,39.684962000000041,141.173265,019-652-8778,,,,月火水木金土日,,,,,,https://tenichalle.jimdo.com/%E6%9D%B1%E4%B8%AD%E9%87%8E%E9%81%8B%E5%8B%95%E5%BA%83%E5%A0%B4/,,スポーツ推進課
032018,0000000203,岩手県盛岡市,盛岡市立好摩テニスコート,コウマテニスコート,,,岩手県盛岡市好摩字野中69-49,,39.876907195877287,141.16796012916583,019-682-0055,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/sports/sports/1006898.html,,スポーツ推進課
032018,0000000204,岩手県盛岡市,盛岡市立好摩相撲場,コウマスモウジョウ,,,岩手県盛岡市好摩字野中69-49,,39.877533543527392,141.16787764464149,019-682-0055,,,,月火水木金土日,,,,,,http://www.city.morioka.iwate.jp/shisetsu/sports/sports/1006905.html,,スポーツ推進課
032018,0000000205,岩手県盛岡市,盛岡南公園球技場,モリオカミナミコウエンキュウギジョウ,,,岩手県盛岡市永井8-65,,39.648654000000029,141.13781600000002,019-632-3344,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/minami/,,スポーツ推進課
032018,0000000206,岩手県盛岡市,盛岡市立乙部運動広場,オトベウンドウヒロバ,,,岩手県盛岡市乙部28-34-2,,39.606678515840464,141.20006175887082,019-696-1125,,,,月火水木金土日,,,,,,http://www.morioka-fukushi.jp/shisetsu/otoberou/,,スポーツ推進課
032018,0000000207,岩手県盛岡市,盛岡市渋民運動公園野球場,シブタミウンドウコウエンヤキュウジョウ,,,岩手県盛岡市川崎字川崎2-1,,39.851489000000043,141.165597,019-683-1636,,,,火水木金土日,,,,,,https://morioka-sport.or.jp/facility/shibutami/,,スポーツ推進課
032018,0000000208,岩手県盛岡市,盛岡市渋民運動公園陸上競技場,シブタミウンドウコウエンリクジョウキョウギジョウ,,,岩手県盛岡市川崎字川崎2-1,,39.851110000000013,141.1664899999999,019-683-1636,,,,火水木金土日,,,,,,https://morioka-sport.or.jp/facility/shibutami/,,スポーツ推進課
032018,0000000209,岩手県盛岡市,盛岡市渋民運動公園屋内相撲場,シブタミウンドウコウエンオクナイスモウジョウ,,,岩手県盛岡市川崎字川崎2-1,,39.850514000000096,141.16648099999992,019-683-1636,,,,火水木金土日,,,,,,https://morioka-sport.or.jp/facility/shibutami/,,スポーツ推進課
032018,0000000210,岩手県盛岡市,盛岡市渋民運動公園Ｂ＆Ｇ海洋センタープール,シブタミウンドウコウエンビーアンドジーカイヨウセンタープール,,,岩手県盛岡市下田字下田108-1,,39.8497420000001,141.16471099999995,019-683-1636,,,,火水木金土日,,,,,,https://morioka-sport.or.jp/facility/shibutami/,,スポーツ推進課
032018,0000000211,岩手県盛岡市,盛岡市立生出スキー場,オイデスキージョウ,,,岩手県盛岡市下田字生出1350,,39.87633000000006,141.13394999999997,019-683-1636,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/oide-ski/,,スポーツ推進課
032018,0000000212,岩手県盛岡市,盛岡市都南中央公園プール,トナンチュウオウコウエンプール,,,岩手県盛岡市永井24-3-2,,39.650690000000061,141.15555299999994,019-634-0450,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/tonan/,,スポーツ推進課
032018,0000000213,岩手県盛岡市,盛岡市立つなぎ多目的運動場,ツナギタモクテキウンドウジョウ,,,岩手県盛岡市繋字除キ32-2,,39.667544211026986,141.00054092128605,019-689-2933,,,,月火水木金土日,,,,,,http://tsunagi-sports.com/ground/,,スポーツ推進課
032018,0000000215,岩手県盛岡市,玉山健康増進センター,タマヤマケンコウゾウシンセンター,,,岩手県盛岡市日戸字鷹高50-4,,39.794691000000043,141.19216399999996,019-685-2111,,,,月火水木金土日,,,,,,,,産業振興課
032018,0000000216,岩手県盛岡市,盛岡体育館,モリオカタイイクカン,,,岩手県盛岡市上田3-17-60,,39.718933,141.13678999999993,019-652-8855,,,,月火水木金土日,,,,,,https://morioka-sport.or.jp/facility/moritai/,,スポーツ推進課
